25.2587		30.000 	 170.402687554 	 -121.924578584 	 0 	 0 	 1 	 -1
25.2587		90.000 	 177.42699341 	 -126.89730468 	 1 	 0 	 1 	 0
25.2587		150.00 	 163.009716756 	 -119.03556006 	 0 	 1 	 1 	 0
25.2587		210.00 	 173.038348505 	 -119.474051686 	 1 	 1 	 1 	 -1
25.2587		270.00 	 183.701301304 	 -111.684008685 	 1 	 0 	 1 	 -1
43.7478		0.000 	 152.508904047 	 -111.113647755 	 1 	 0 	 1 	 -1
50.5147		30.000 	 179.955473796 	 -121.235866665 	 0 	 0 	 1 	 0
43.7478		60.000 	 182.724350211 	 -118.200333693 	 0 	 0 	 1 	 0
50.5147		90.000 	 164.809899509 	 -117.445956329 	 1 	 1 	 1 	 1
43.7478		120.00 	 173.461531604 	 -115.435507872 	 0 	 0 	 1 	 0
50.5147		150.00 	 185.016617408 	 -117.349627704 	 1 	 0 	 1 	 0
43.7478		180.00 	 180.01794762 	 -107.716854486 	 1 	 0 	 1 	 1
50.5147		210.00 	 177.286257971 	 -123.908788843 	 0 	 0 	 1 	 1
43.7478		240.00 	 155.879202355 	 -112.408976613 	 1 	 0 	 1 	 1
43.7478		300.00 	 181.037491466 	 -126.979527047 	 1 	 1 	 1 	 1
50.5148		330.00 	 183.599754271 	 -126.269577334 	 0 	 0 	 1 	 -1
66.8212		349.107 	 168.951239505 	 -120.158410413 	 1 	 0 	 1 	 1
66.8212		10.8934 	 154.71864469 	 -115.275662029 	 1 	 1 	 1 	 1
75.7654		30.000 	 180.233702591 	 -112.125244014 	 1 	 0 	 1 	 1
66.8212		49.1066 	 178.6227491 	 -107.670983905 	 1 	 0 	 1 	 0
66.8212		70.8934 	 177.892652015 	 -113.062761505 	 1 	 0 	 1 	 1
75.7654		90.000 	 176.652575784 	 -118.234180683 	 0 	 1 	 1 	 -1
66.8212		109.107 	 180.149672826 	 -119.98789289 	 1 	 1 	 1 	 1
66.8212		130.893 	 169.381334901 	 -122.291186072 	 1 	 1 	 1 	 1
75.7654		150.000 	 164.482264667 	 -107.553824691 	 0 	 1 	 1 	 1
66.8212		169.107 	 164.227153276 	 -109.06793854 	 0 	 0 	 1 	 -1
66.8212		190.893 	 156.754684728 	 -119.602299243 	 0 	 0 	 1 	 1
66.8212		229.107 	 155.308491533 	 -110.620035252 	 0 	 0 	 1 	 -1
66.8212		250.893 	 159.815835587 	 -124.479486462 	 0 	 0 	 1 	 -1
75.7654		270.000 	 154.881975865 	 -108.754369405 	 0 	 0 	 1 	 0
66.8212		289.107 	 161.20921936 	 -107.937598674 	 1 	 0 	 1 	 1
66.8212		310.893 	 157.611201507 	 -113.048747537 	 1 	 0 	 1 	 -1
75.7654		330.000 	 175.574580817 	 -119.614903722 	 1 	 1 	 1 	 0
91.0523		343.898 	 163.964875764 	 -112.906095645 	 1 	 1 	 1 	 1
87.4818		0.000 	 154.520147514 	 -124.886383614 	 0 	 1 	 1 	 1
91.0523		16.1021 	 173.619916081 	 -121.280949897 	 1 	 0 	 1 	 0
101.008		30.000 	 167.44701548 	 -118.555751059 	 0 	 0 	 1 	 1
91.0523		43.8979 	 154.928224328 	 -109.990291799 	 0 	 1 	 1 	 -1
87.4818		60.000 	 183.087439358 	 -113.190342011 	 1 	 1 	 1 	 0
91.0523		76.1021 	 174.385860154 	 -107.350711574 	 1 	 0 	 1 	 1
91.0523		103.898 	 176.757691598 	 -108.388852094 	 0 	 1 	 1 	 -1
87.4818		120.000 	 180.546166972 	 -119.516321729 	 0 	 1 	 1 	 0
91.0523		136.102 	 178.127144554 	 -119.497878718 	 1 	 1 	 1 	 -1
91.0523		163.898 	 152.995146064 	 -122.715447048 	 1 	 0 	 1 	 -1
87.4818		180.000 	 161.065017545 	 -110.20439515 	 1 	 1 	 1 	 1
91.0523		196.102 	 177.43860878 	 -110.89653482 	 1 	 0 	 1 	 0
101.008		210.000 	 166.537232681 	 -112.246519279 	 1 	 1 	 1 	 0
91.0523		223.898 	 182.811459242 	 -104.492841791 	 1 	 0 	 1 	 1
87.4818		240.000 	 177.779282644 	 -120.339018085 	 0 	 1 	 1 	 1
91.0523		256.102 	 164.324653627 	 -112.747357374 	 1 	 1 	 1 	 -1
101.008		270.000 	 156.833168931 	 -121.629694676 	 1 	 1 	 1 	 0
91.0523		283.898 	 158.460136678 	 -104.542841883 	 0 	 1 	 1 	 1
87.4817		300.000 	 182.55872905 	 -117.058288021 	 1 	 1 	 1 	 -1
91.0523		316.102 	 162.533377528 	 -117.27146584 	 0 	 1 	 1 	 1
